,RAW_DATA,Time
2644,1146319.00,1666716026.0157812
2645,1146677.00,1666716026.0283403
2646,1146683.00,1666716026.0403614
2647,1146714.00,1666716026.0533643
2648,1146729.00,1666716026.0654194
2649,1146742.00,1666716026.0784926
2650,1146774.00,1666716026.0905318
2651,1146792.00,1666716026.1026287
2652,1146806.00,1666716026.115655
2653,1147650.00,1666716026.1285095
2654,1147703.00,1666716026.1407382
2655,1147737.00,1666716026.1527653
2656,1147768.00,1666716026.1659722
2657,1147804.00,1666716026.1784155
2658,1147820.00,1666716026.1900387
2659,1147853.00,1666716026.2030907
2660,1147887.00,1666716026.2155674
2661,1148727.00,1666716026.2282562
2662,1148762.00,1666716026.240906
2663,1148786.00,1666716026.2531703
2664,1148799.00,1666716026.2652233
2665,1148822.00,1666716026.278606
2666,1148802.00,1666716026.2901495
2667,1148862.00,1666716026.3032634
2668,1148876.00,1666716026.3153958
2669,1148901.00,1666716026.3285377
2670,1149363.00,1666716026.3400745
2671,1149373.00,1666716026.3527672
2672,1149375.00,1666716026.3659642
2673,1149387.00,1666716026.377846
2674,1149408.00,1666716026.3908558
2675,1149419.00,1666716026.4028184
2676,1149431.00,1666716026.415935
2677,1147612.00,1666716026.4283943
2678,1147526.00,1666716026.4408028
2679,1147463.00,1666716026.4530792
2680,1147412.00,1666716026.4657004
2681,1147362.00,1666716026.478278
2682,1147325.00,1666716026.4909244
2683,1147267.00,1666716026.503378
2684,1147229.00,1666716026.5152972
2685,1146782.00,1666716026.5284328
2686,1146761.00,1666716026.5408618
2687,1146761.00,1666716026.5534818
2688,1146759.00,1666716026.565514
2689,1146748.00,1666716026.5784278
2690,1146757.00,1666716026.5909646
2691,1146761.00,1666716026.6026614
2692,1146735.00,1666716026.6148794
2693,1146999.00,1666716026.628362
2694,1147012.00,1666716026.6401079
2695,1147042.00,1666716026.6529093
2696,1147061.00,1666716026.6650321
2697,1147083.00,1666716026.677821
2698,1147092.00,1666716026.6902847
2699,1147112.00,1666716026.7033937
2700,1147139.00,1666716026.7159433
2701,1147491.00,1666716026.7283995
2702,1147520.00,1666716026.740468
2703,1147508.00,1666716026.7534246
2704,1147513.00,1666716026.7654676
2705,1147506.00,1666716026.7779725
2706,1147501.00,1666716026.7905998
2707,1147524.00,1666716026.8034341
2708,1147530.00,1666716026.815903
2709,1147538.00,1666716026.8284132
2710,1147756.00,1666716026.8408456
2711,1147765.00,1666716026.852817
2712,1147765.00,1666716026.865919
2713,1147786.00,1666716026.8782914
2714,1147798.00,1666716026.8909516
2715,1147796.00,1666716026.903353
2716,1147810.00,1666716026.9157796
2717,1147817.00,1666716026.9284058
2718,1147936.00,1666716026.9400983
2719,1147942.00,1666716026.9532058
2720,1147948.00,1666716026.965259
2721,1147957.00,1666716026.97839
2722,1147957.00,1666716026.9908943
2723,1147966.00,1666716027.0030856
2724,1147978.00,1666716027.0151885
2725,1148183.00,1666716027.0284228
2726,1148178.00,1666716027.0408082
2727,1148185.00,1666716027.052512
2728,1148176.00,1666716027.065734
2729,1148181.00,1666716027.0776715
2730,1148166.00,1666716027.09089
2731,1148178.00,1666716027.1025875
2732,1148173.00,1666716027.1156301
2733,1148310.00,1666716027.1284084
2734,1148297.00,1666716027.1409028
2735,1148311.00,1666716027.1526477
2736,1148325.00,1666716027.1658404
2737,1148351.00,1666716027.1784368
2738,1148359.00,1666716027.1899047
2739,1148369.00,1666716027.2026997
2740,1148364.00,1666716027.215776
2741,1148838.00,1666716027.2277002
2742,1148836.00,1666716027.2407982
2743,1148850.00,1666716027.2527263
2744,1148868.00,1666716027.265075
2745,1148890.00,1666716027.2782505
2746,1148906.00,1666716027.2908468
2747,1148929.00,1666716027.3028123
2748,1148959.00,1666716027.3157253
2749,1148981.00,1666716027.327772
2750,1149192.00,1666716027.340833
2751,1149139.00,1666716027.352677
2752,1149105.00,1666716027.3650587
2753,1149040.00,1666716027.377742
2754,1149009.00,1666716027.3900602
2755,1148945.00,1666716027.4028935
2756,1148865.00,1666716027.415875
2757,1146810.00,1666716027.4284225
2758,1146771.00,1666716027.4408689
2759,1146747.00,1666716027.453322
2760,1146721.00,1666716027.4652538
2761,1146696.00,1666716027.4784222
2762,1146666.00,1666716027.4909363
2763,1146637.00,1666716027.5029097
2764,1146617.00,1666716027.5151842
2765,1145962.00,1666716027.5283842
2766,1145973.00,1666716027.5406084
2767,1145952.00,1666716027.552581
2768,1145930.00,1666716027.5655556
2769,1145929.00,1666716027.5784736
2770,1145901.00,1666716027.590485
2771,1145914.00,1666716027.603477
2772,1145899.00,1666716027.6151218
2773,1146087.00,1666716027.628381
2774,1146103.00,1666716027.6403358
2775,1146134.00,1666716027.6534066
2776,1146141.00,1666716027.665451
2777,1146168.00,1666716027.6784165
2778,1146174.00,1666716027.6903844
2779,1146204.00,1666716027.7033842
2780,1146218.00,1666716027.7158878
2781,1146237.00,1666716027.7277975
2782,1146817.00,1666716027.740808
2783,1146858.00,1666716027.7525249
2784,1146871.00,1666716027.7655995
2785,1146896.00,1666716027.7783017
2786,1146916.00,1666716027.7905354
2787,1146931.00,1666716027.8025012
2788,1146962.00,1666716027.815488
2789,1147662.00,1666716027.8283794
2790,1147671.00,1666716027.8405707
2791,1147699.00,1666716027.8526468
2792,1147730.00,1666716027.8657904
2793,1147749.00,1666716027.8783379
2794,1147786.00,1666716027.8908365
2795,1147787.00,1666716027.9033654
2796,1147812.00,1666716027.9153864
2797,1148402.00,1666716027.927701
2798,1148392.00,1666716027.9408436
2799,1148422.00,1666716027.952591
2800,1148438.00,1666716027.9657774
2801,1148454.00,1666716027.9782877
2802,1147932.00,1666716027.9903314
2803,1148488.00,1666716028.003387
2804,1148502.00,1666716028.0153956
2805,1148871.00,1666716028.028333
2806,1148871.00,1666716028.0404048
2807,1148893.00,1666716028.0524218
2808,1148907.00,1666716028.065858
2809,1148917.00,1666716028.0783236
2810,1148939.00,1666716028.09081
2811,1148941.00,1666716028.1024754
2812,1148957.00,1666716028.115631
2813,1149284.00,1666716028.1284149
2814,1149323.00,1666716028.1405377
2815,1149322.00,1666716028.1524816
2816,1149331.00,1666716028.1658802
2817,1149346.00,1666716028.1776624
2818,1149346.00,1666716028.1908343
2819,1149367.00,1666716028.2028127
2820,1149385.00,1666716028.2157958
2821,1149395.00,1666716028.227799
2822,1149850.00,1666716028.2407548
2823,1149844.00,1666716028.2527378
2824,1149866.00,1666716028.26579
2825,1149887.00,1666716028.2782643
2826,1149893.00,1666716028.2908874
2827,1149903.00,1666716028.3031294
2828,1149905.00,1666716028.3152711
2829,1149932.00,1666716028.3282566
2830,1150077.00,1666716028.3404124
2831,1150054.00,1666716028.35251
2832,1150035.00,1666716028.3657818
2833,1150018.00,1666716028.3783212
2834,1150002.00,1666716028.390243
2835,1149978.00,1666716028.4031959
2836,1149938.00,1666716028.415505
2837,1147303.00,1666716028.4284706
2838,1147271.00,1666716028.4405227
2839,1147236.00,1666716028.4524992
2840,1147208.00,1666716028.4657326
2841,1147167.00,1666716028.4783254
2842,1147137.00,1666716028.490606
2843,1147128.00,1666716028.5025609
2844,1147090.00,1666716028.5156605
2845,1146777.00,1666716028.5283413
2846,1146754.00,1666716028.5408375
2847,1146758.00,1666716028.5525885
2848,1146750.00,1666716028.5654914
2849,1146744.00,1666716028.5783374
2850,1146762.00,1666716028.5908043
2851,1146751.00,1666716028.6033525
2852,1146751.00,1666716028.6154506
2853,1147035.00,1666716028.6276803
2854,1147038.00,1666716028.6408942
2855,1147074.00,1666716028.6527324
2856,1147085.00,1666716028.665781
2857,1147105.00,1666716028.677734
2858,1147099.00,1666716028.6900878
2859,1147145.00,1666716028.7029755
2860,1147164.00,1666716028.71573
2861,1147189.00,1666716028.7280552
2862,1147488.00,1666716028.740805
2863,1147479.00,1666716028.7530985
2864,1147461.00,1666716028.7652392
2865,1147464.00,1666716028.7783053
2866,1147460.00,1666716028.7901893
2867,1147454.00,1666716028.803209
2868,1147451.00,1666716028.8157692
2869,1147558.00,1666716028.8283293
2870,1147543.00,1666716028.8407855
2871,1147537.00,1666716028.853045
2872,1147539.00,1666716028.8656662
2873,1147544.00,1666716028.877761
2874,1147529.00,1666716028.889869
2875,1147536.00,1666716028.9029145
2876,1147535.00,1666716028.9150004
2877,1147723.00,1666716028.928284
2878,1147749.00,1666716028.939956
2879,1147756.00,1666716028.9530573
2880,1147760.00,1666716028.9652255
2881,1147766.00,1666716028.9777334
2882,1147750.00,1666716028.9908254
2883,1147782.00,1666716029.0031052
2884,1147784.00,1666716029.0151699
2885,1148202.00,1666716029.02826
2886,1148186.00,1666716029.0408583
2887,1148187.00,1666716029.0525913
2888,1148190.00,1666716029.0657718
2889,1148201.00,1666716029.0782804
2890,1148194.00,1666716029.0908992
2891,1148217.00,1666716029.1032212
2892,1148213.00,1666716029.1151547
2893,1148225.00,1666716029.1277668
2894,1148339.00,1666716029.1402054
2895,1148352.00,1666716029.1532376
2896,1148352.00,1666716029.1658256
2897,1148349.00,1666716029.1782596
2898,1148350.00,1666716029.190389
2899,1148336.00,1666716029.2023778
2900,1148352.00,1666716029.2154975
2901,1148427.00,1666716029.2283404
2902,1148407.00,1666716029.2407615
2903,1148454.00,1666716029.2526417
2904,1148441.00,1666716029.265626
2905,1148444.00,1666716029.277891
2906,1148445.00,1666716029.2907872
2907,1148446.00,1666716029.3033178
2908,1148445.00,1666716029.3151698
2909,1148265.00,1666716029.3279424
2910,1148230.00,1666716029.339943
2911,1148214.00,1666716029.353318
2912,1148198.00,1666716029.3654094
2913,1148186.00,1666716029.3782651
2914,1148413.00,1666716029.3902843
2915,1148121.00,1666716029.402281
2916,1148074.00,1666716029.4153564
2917,1145864.00,1666716029.4283452
2918,1145802.00,1666716029.4405444
2919,1145743.00,1666716029.4532669
2920,1145671.00,1666716029.4657018
2921,1145616.00,1666716029.4773848
2922,1145556.00,1666716029.4904053
2923,1145485.00,1666716029.5033054
2924,1145431.00,1666716029.5151913
2925,1143292.00,1666716029.5274298
2926,1143251.00,1666716029.540675
2927,1143171.00,1666716029.552517
2928,1143086.00,1666716029.5657456
2929,1143042.00,1666716029.5783083
2930,1142968.00,1666716029.590635
2931,1142921.00,1666716029.6026843
2932,1142895.00,1666716029.615679
2933,1142852.00,1666716029.628219
2934,1143701.00,1666716029.6408217
2935,1143736.00,1666716029.6524048
2936,1143767.00,1666716029.665768
2937,1143803.00,1666716029.678286
2938,1143852.00,1666716029.6901717
2939,1143888.00,1666716029.703211
2940,1143915.00,1666716029.7157605
2941,1143949.00,1666716029.7276251
2942,1144686.00,1666716029.7408323
2943,1144697.00,1666716029.7532482
2944,1144695.00,1666716029.7652135
2945,1144703.00,1666716029.7782962
2946,1144712.00,1666716029.7902067
2947,1144714.00,1666716029.8022892
2948,1144717.00,1666716029.8153934
2949,1144516.00,1666716029.8274086
2950,1144490.00,1666716029.840382
2951,1144472.00,1666716029.8523932
2952,1144441.00,1666716029.8654423
2953,1144428.00,1666716029.8782825
2954,1144383.00,1666716029.8907635
2955,1144378.00,1666716029.9024856
2956,1144349.00,1666716029.9152691
2957,1143900.00,1666716029.9276361
2958,1143890.00,1666716029.940752
2959,1143931.00,1666716029.9525151
2960,1143938.00,1666716029.96551
2961,1143971.00,1666716029.9776297
2962,1143997.00,1666716029.9905622
2963,1144015.00,1666716030.0026617
2964,1144027.00,1666716030.0156934
2965,1145267.00,1666716030.0282435
2966,1145309.00,1666716030.04068
2967,1145363.00,1666716030.0527234
2968,1145407.00,1666716030.0656543
2969,1145462.00,1666716030.0775468
2970,1145499.00,1666716030.0907004
2971,1145557.00,1666716030.103197
2972,1145618.00,1666716030.1156344
2973,1145651.00,1666716030.127727
2974,1146822.00,1666716030.1407597
2975,1146856.00,1666716030.152659
2976,1146872.00,1666716030.1658134
2977,1146905.00,1666716030.177695
2978,1146926.00,1666716030.190807
2979,1146948.00,1666716030.2027843
2980,1146992.00,1666716030.2158144
2981,1148052.00,1666716030.2277794
2982,1148085.00,1666716030.2407467
2983,1148115.00,1666716030.252716
2984,1148163.00,1666716030.2656798
2985,1148203.00,1666716030.2776906
2986,1148245.00,1666716030.2906127
2987,1148278.00,1666716030.3025897
2988,1148316.00,1666716030.3155456
2989,1149004.00,1666716030.3275137
2990,1149049.00,1666716030.340479
2991,1149039.00,1666716030.3524475
2992,1149046.00,1666716030.3654118
2993,1149044.00,1666716030.3773794
2994,1149028.00,1666716030.3903446
2995,1149040.00,1666716030.4023132
2996,1149029.00,1666716030.4152782
2997,1146661.00,1666716030.4282424
2998,1146611.00,1666716030.4402118
2999,1146609.00,1666716030.4531758
3000,1146571.00,1666716030.4651492
3001,1146539.00,1666716030.518005
3002,1146504.00,1666716030.523988
3003,1146487.00,1666716030.5299716
3004,1146454.00,1666716030.5359573
3005,1146446.00,1666716030.54194
3006,1145919.00,1666716030.547924
3007,1145893.00,1666716030.5539086
3008,1145860.00,1666716030.5648787
3009,1145842.00,1666716030.5778437
3010,1145832.00,1666716030.589812
3011,1145822.00,1666716030.6027758
3012,1145810.00,1666716030.6147447
3013,1145732.00,1666716030.6280046
3014,1145742.00,1666716030.6404376
3015,1145772.00,1666716030.6524606
3016,1145798.00,1666716030.665456
3017,1145808.00,1666716030.6774347
3018,1145842.00,1666716030.6905036
3019,1145869.00,1666716030.7025478
3020,1145888.00,1666716030.7155485
3021,1146416.00,1666716030.727483
3022,1146413.00,1666716030.7404485
3023,1146440.00,1666716030.752412
3024,1146440.00,1666716030.7653782
3025,1146458.00,1666716030.7774103
3026,1146021.00,1666716030.7907915
3027,1146479.00,1666716030.803265
3028,1146495.00,1666716030.8157003
3029,1146987.00,1666716030.8279169
3030,1147008.00,1666716030.8406987
3031,1147022.00,1666716030.8525982
3032,1147028.00,1666716030.8657327
3033,1147044.00,1666716030.8775804
3034,1147069.00,1666716030.8904455
3035,1147068.00,1666716030.9025378
3036,1147079.00,1666716030.915678
3037,1147634.00,1666716030.9275105
3038,1147687.00,1666716030.9407065
3039,1147703.00,1666716030.9528449
3040,1147723.00,1666716030.964957
3041,1147746.00,1666716030.9782147
3042,1147757.00,1666716030.9901295
3043,1147796.00,1666716031.0030384
3044,1147791.00,1666716031.015663
3045,1147840.00,1666716031.0281796
3046,1148033.00,1666716031.0400693
3047,1148041.00,1666716031.0531452
3048,1148047.00,1666716031.065648
3049,1148074.00,1666716031.0781422
3050,1148101.00,1666716031.0904112
3051,1148100.00,1666716031.103105
3052,1148113.00,1666716031.115528
3053,1148124.00,1666716031.1276748
3054,1148580.00,1666716031.1405349
3055,1148602.00,1666716031.1525881
3056,1148600.00,1666716031.1656716
3057,1148609.00,1666716031.1783056
3058,1148624.00,1666716031.1906512
3059,1148629.00,1666716031.2027583
3060,1148634.00,1666716031.2150686
3061,1149163.00,1666716031.228185
3062,1149160.00,1666716031.2407534
3063,1149167.00,1666716031.2532344
3064,1149178.00,1666716031.26554
3065,1149172.00,1666716031.2780561
3066,1149159.00,1666716031.2901914
3067,1149164.00,1666716031.3031957
3068,1149170.00,1666716031.3150172
3069,1147254.00,1666716031.3276918
3070,1147174.00,1666716031.340207
3071,1147156.00,1666716031.353286
3072,1147120.00,1666716031.3656363
3073,1147092.00,1666716031.378246
3074,1147077.00,1666716031.390281
3075,1147048.00,1666716031.4032123
3076,1147023.00,1666716031.4150772
3077,1146884.00,1666716031.4281962
3078,1146889.00,1666716031.4400632
3079,1146899.00,1666716031.45299
3080,1146904.00,1666716031.4650106
3081,1146889.00,1666716031.4777875
3082,1146902.00,1666716031.4900887
3083,1146915.00,1666716031.5030453
3084,1146916.00,1666716031.5151663
3085,1146942.00,1666716031.5282981
3086,1147422.00,1666716031.5402565
3087,1147423.00,1666716031.5522716
3088,1147438.00,1666716031.5657501
3089,1147456.00,1666716031.5782242
3090,1147486.00,1666716031.5907085
3091,1147504.00,1666716031.6025426
3092,1147518.00,1666716031.6155438
3093,1147851.00,1666716031.628114
3094,1147859.00,1666716031.6406555
3095,1147869.00,1666716031.6531272
3096,1147859.00,1666716031.665189
3097,1147894.00,1666716031.678266
3098,1147883.00,1666716031.690625
3099,1147908.00,1666716031.7032955
3100,1147922.00,1666716031.7154796
3101,1148207.00,1666716031.7281814
3102,1148232.00,1666716031.7404444
3103,1148231.00,1666716031.752507
3104,1148230.00,1666716031.7655933
3105,1148246.00,1666716031.777479
3106,1148231.00,1666716031.7907012
3107,1148249.00,1666716031.8030865
3108,1148252.00,1666716031.8149395
3109,1148405.00,1666716031.8283021
3110,1148404.00,1666716031.8405964
3111,1148404.00,1666716031.852419
3112,1148414.00,1666716031.8654912
3113,1148417.00,1666716031.87821
3114,1148428.00,1666716031.8900168
3115,1148438.00,1666716031.9030507
3116,1148450.00,1666716031.9148402
3117,1148450.00,1666716031.9282634
3118,1148479.00,1666716031.940253
3119,1148495.00,1666716031.952377
3120,1148508.00,1666716031.9654093
3121,1148509.00,1666716031.9782262
3122,1148517.00,1666716031.9904287
3123,1148535.00,1666716032.0024881
3124,1148538.00,1666716032.015736
3125,1148911.00,1666716032.0273845
3126,1148924.00,1666716032.040714
3127,1148956.00,1666716032.052997
3128,1148974.00,1666716032.065675
3129,1148986.00,1666716032.0775545
3130,1149014.00,1666716032.0907147
3131,1149040.00,1666716032.1031926
3132,1149058.00,1666716032.1157072
3133,1149231.00,1666716032.128218
3134,1149174.00,1666716032.1405103
3135,1149149.00,1666716032.153199
3136,1149072.00,1666716032.1656227
3137,1149022.00,1666716032.1782153
3138,1148954.00,1666716032.1902652
3139,1148896.00,1666716032.2024271
3140,1148821.00,1666716032.2155437
3141,1146987.00,1666716032.2275603
3142,1146972.00,1666716032.2404926
3143,1146927.00,1666716032.2527776
3144,1146908.00,1666716032.2656453
3145,1146867.00,1666716032.2782433
3146,1146823.00,1666716032.2905798
3147,1146794.00,1666716032.3026679
3148,1146771.00,1666716032.3150444
3149,1145987.00,1666716032.3281634
3150,1145998.00,1666716032.340618
3151,1145985.00,1666716032.3527439
3152,1145964.00,1666716032.3650663
3153,1145962.00,1666716032.3781185
3154,1145950.00,1666716032.389752
3155,1145953.00,1666716032.4030325
3156,1145939.00,1666716032.4151638
3157,1145946.00,1666716032.4281652
3158,1145962.00,1666716032.4400024
3159,1145954.00,1666716032.4530907
3160,1145951.00,1666716032.4650764
3161,1145960.00,1666716032.4781873
3162,1145966.00,1666716032.4906304
3163,1145956.00,1666716032.503173
3164,1145951.00,1666716032.5153186
3165,1145956.00,1666716032.5272973
3166,1145567.00,1666716032.540336
3167,1145572.00,1666716032.5531054
3168,1145567.00,1666716032.5651665
3169,1145561.00,1666716032.5772038
3170,1145560.00,1666716032.5903072
3171,1145556.00,1666716032.6022866
3172,1145553.00,1666716032.6153395
3173,1145567.00,1666716032.628265
3174,1145577.00,1666716032.6398988
3175,1145587.00,1666716032.6529567
3176,1145594.00,1666716032.6649897
3177,1145605.00,1666716032.677999
3178,1145604.00,1666716032.6897297
3179,1145616.00,1666716032.7030134
3180,1145620.00,1666716032.715676
3181,1146813.00,1666716032.7282486
3182,1146850.00,1666716032.7406616
3183,1146907.00,1666716032.753106
3184,1146966.00,1666716032.7648916
3185,1147011.00,1666716032.777837
3186,1147077.00,1666716032.7907367
3187,1147121.00,1666716032.8028252
3188,1147167.00,1666716032.8151379
3189,1148149.00,1666716032.8281422
3190,1148179.00,1666716032.8406985
3191,1148193.00,1666716032.8529465
3192,1148212.00,1666716032.8651147
3193,1148227.00,1666716032.8782647
3194,1148232.00,1666716032.890674
3195,1148269.00,1666716032.9026716
3196,1148273.00,1666716032.9155958
3197,1148298.00,1666716032.928143
3198,1148531.00,1666716032.9406238
3199,1148518.00,1666716032.9524553
3200,1148522.00,1666716032.9655766
3201,1148527.00,1666716032.9781408
3202,1148531.00,1666716032.990748
3203,1148562.00,1666716033.0025806
3204,1148569.00,1666716033.0154023
3205,1148754.00,1666716033.0281477
3206,1148758.00,1666716033.0403981
3207,1148749.00,1666716033.0524864
3208,1148731.00,1666716033.0655634
3209,1148727.00,1666716033.0781486
3210,1148694.00,1666716033.0906239
3211,1148691.00,1666716033.1026402
3212,1148668.00,1666716033.1157115
3213,1146378.00,1666716033.1282344
3214,1146358.00,1666716033.1398003
3215,1146309.00,1666716033.153109
3216,1146266.00,1666716033.1653852
3217,1146232.00,1666716033.1781647
3218,1146148.00,1666716033.1904998
3219,1146143.00,1666716033.2024188
3220,1146106.00,1666716033.2154365
3221,1145454.00,1666716033.2275991
3222,1145420.00,1666716033.240569
3223,1145415.00,1666716033.2529175
3224,1145408.00,1666716033.2655694
3225,1145402.00,1666716033.2774203
3226,1145385.00,1666716033.2903507
3227,1145394.00,1666716033.302326
3228,1145385.00,1666716033.3156338
3229,1145920.00,1666716033.328164
3230,1145921.00,1666716033.340367
3231,1145963.00,1666716033.3523924
3232,1145993.00,1666716033.3655918
3233,1146026.00,1666716033.3782372
3234,1146062.00,1666716033.3906934
3235,1146092.00,1666716033.4027228
3236,1146129.00,1666716033.415026
3237,1146151.00,1666716033.4281046
3238,1146836.00,1666716033.440612
3239,1146854.00,1666716033.4522161
3240,1146872.00,1666716033.46506
3241,1146900.00,1666716033.4771636
3242,1146915.00,1666716033.4906301
3243,1146947.00,1666716033.5029097
3244,1146970.00,1666716033.5150428
3245,1146994.00,1666716033.52807
3246,1147179.00,1666716033.5398958
3247,1147184.00,1666716033.553021
3248,1147189.00,1666716033.5650487
3249,1147206.00,1666716033.5781827
3250,1147213.00,1666716033.5901117
3251,1147230.00,1666716033.602563
3252,1147249.00,1666716033.615479
3253,1147535.00,1666716033.6281147
3254,1147548.00,1666716033.6406987
3255,1147552.00,1666716033.652407
3256,1147555.00,1666716033.6655369
3257,1147562.00,1666716033.6774364
3258,1147558.00,1666716033.6903958
3259,1147571.00,1666716033.7029462
3260,1147578.00,1666716033.715708
3261,1147832.00,1666716033.7281668
3262,1147865.00,1666716033.740011
3263,1147860.00,1666716033.7523737
3264,1147845.00,1666716033.7654288
3265,1147852.00,1666716033.777409
3266,1147837.00,1666716033.790171
3267,1147864.00,1666716033.8026972
3268,1147844.00,1666716033.8146646
3269,1147865.00,1666716033.8276677
3270,1147845.00,1666716033.8407342
3271,1147834.00,1666716033.8523285
3272,1147847.00,1666716033.865498
3273,1147852.00,1666716033.877492
3274,1147860.00,1666716033.8906593
3275,1147843.00,1666716033.9030807
3276,1147863.00,1666716033.9155197
3277,1147864.00,1666716033.9275208
3278,1148410.00,1666716033.9398446
3279,1148449.00,1666716033.9530165
3280,1148463.00,1666716033.965619
3281,1148502.00,1666716033.978181
3282,1148529.00,1666716033.990606
3283,1148554.00,1666716034.0026166
3284,1148593.00,1666716034.015637
3285,1148744.00,1666716034.0276387
3286,1148670.00,1666716034.0406396
3287,1148611.00,1666716034.0531368
3288,1148524.00,1666716034.0656
3289,1148448.00,1666716034.0774505
3290,1148345.00,1666716034.0900505
3291,1148268.00,1666716034.1031585
3292,1148190.00,1666716034.1153936
3293,1146545.00,1666716034.1273413
3294,1146505.00,1666716034.1404088
3295,1146500.00,1666716034.1524115
3296,1146476.00,1666716034.1654816
3297,1146462.00,1666716034.177517
3298,1146456.00,1666716034.189674
3299,1146426.00,1666716034.2024593
3300,1146413.00,1666716034.2156892
3301,1146020.00,1666716034.2275655
3302,1146038.00,1666716034.240601
3303,1146053.00,1666716034.252757
3304,1146065.00,1666716034.2650545
3305,1146081.00,1666716034.278043
3306,1146073.00,1666716034.2900817
3307,1146118.00,1666716034.303071
3308,1146144.00,1666716034.315039
3309,1146164.00,1666716034.3280046
3310,1146665.00,1666716034.3399725
3311,1146641.00,1666716034.352938
3312,1146620.00,1666716034.364906
3313,1146584.00,1666716034.377897
3314,1146573.00,1666716034.3898404
3315,1146551.00,1666716034.4028049
3316,1146522.00,1666716034.414804
3317,1146372.00,1666716034.427737
3318,1146401.00,1666716034.439706
3319,1146399.00,1666716034.4526918
3320,1146409.00,1666716034.4646382
3321,1146431.00,1666716034.4776046
3322,1146436.00,1666716034.49057
3323,1146447.00,1666716034.5025377
3324,1146468.00,1666716034.5155299
3325,1146515.00,1666716034.527471
3326,1146538.00,1666716034.5404365
3327,1146524.00,1666716034.5524085
3328,1146508.00,1666716034.5653949
3329,1146519.00,1666716034.5773375
3330,1146487.00,1666716034.5903144
3331,1146508.00,1666716034.6022732
3332,1146510.00,1666716034.6155825
3333,1146591.00,1666716034.6281157
3334,1146560.00,1666716034.6402614
3335,1146596.00,1666716034.6532671
3336,1146602.00,1666716034.6656775
3337,1146608.00,1666716034.678115
3338,1146620.00,1666716034.6898441
3339,1146624.00,1666716034.7031198
3340,1146628.00,1666716034.7154386
3341,1146647.00,1666716034.7275531
3342,1147019.00,1666716034.7406347
3343,1147024.00,1666716034.7526078
3344,1147038.00,1666716034.7651868
3345,1147043.00,1666716034.7781534
3346,1147070.00,1666716034.7900362
3347,1147078.00,1666716034.8029227
3348,1147088.00,1666716034.8149786
3349,1147430.00,1666716034.8280716
3350,1147425.00,1666716034.8400514
3351,1147462.00,1666716034.8530958
3352,1147493.00,1666716034.865652
3353,1147506.00,1666716034.8771482
3354,1147537.00,1666716034.8904164
3355,1147561.00,1666716034.90287
3356,1147588.00,1666716034.9155464
3357,1147967.00,1666716034.9280627
3358,1147948.00,1666716034.940602
3359,1147991.00,1666716034.9523532
3360,1147989.00,1666716034.965574
3361,1147999.00,1666716034.9781141
3362,1148002.00,1666716034.9906952
3363,1148003.00,1666716035.003078
3364,1148006.00,1666716035.0149179
3365,1147061.00,1666716035.0277522
3366,1146994.00,1666716035.0406039
3367,1146927.00,1666716035.0529108
3368,1146839.00,1666716035.0650735
3369,1146788.00,1666716035.0780776
3370,1146724.00,1666716035.0901597
3371,1146677.00,1666716035.102674
3372,1146609.00,1666716035.1146898
3373,1145272.00,1666716035.127415
3374,1145277.00,1666716035.1406338
3375,1145264.00,1666716035.1530972
3376,1145247.00,1666716035.1650484
3377,1145237.00,1666716035.178075
3378,1145229.00,1666716035.1900525
3379,1145237.00,1666716035.2031837
3380,1145223.00,1666716035.215109
3381,1145223.00,1666716035.2280338
3382,1145215.00,1666716035.240576
3383,1145233.00,1666716035.252121
3384,1145225.00,1666716035.2647145
3385,1145219.00,1666716035.2777817
3386,1145237.00,1666716035.2899146
3387,1145242.00,1666716035.3027167
3388,1145256.00,1666716035.3156877
3389,1145258.00,1666716035.327624
3390,1145512.00,1666716035.34069
3391,1145522.00,1666716035.3527033
3392,1145527.00,1666716035.3648436
3393,1145541.00,1666716035.3779876
3394,1145550.00,1666716035.390575
3395,1145553.00,1666716035.4022484
3396,1145550.00,1666716035.4153385
3397,1145835.00,1666716035.4274063
3398,1145850.00,1666716035.4406645
3399,1145879.00,1666716035.45227
3400,1145904.00,1666716035.4654634
3401,1145934.00,1666716035.477578
3402,1145949.00,1666716035.4905722
3403,1145975.00,1666716035.5025334
3404,1145997.00,1666716035.5152826
3405,1146780.00,1666716035.5273972
3406,1146775.00,1666716035.5406168
3407,1146815.00,1666716035.5523334
3408,1146831.00,1666716035.5654063
3409,1146848.00,1666716035.578099
3410,1146860.00,1666716035.5906696
3411,1146858.00,1666716035.6024048
3412,1146874.00,1666716035.6147318
3413,1147131.00,1666716035.627921
3414,1147134.00,1666716035.6405814
3415,1147152.00,1666716035.6529331
3416,1147152.00,1666716035.665617
3417,1147174.00,1666716035.6775093
3418,1147161.00,1666716035.6895885
3419,1147191.00,1666716035.7027144
3420,1147205.00,1666716035.7153928
3421,1147205.00,1666716035.7273953
3422,1147526.00,1666716035.7395246
3423,1147523.00,1666716035.752348
3424,1147532.00,1666716035.7650065
3425,1147548.00,1666716035.7781014
3426,1147565.00,1666716035.7905288
3427,1147576.00,1666716035.8022528
3428,1147588.00,1666716035.8155887
3429,1147956.00,1666716035.828012
3430,1147969.00,1666716035.8404334
